Ticker,ME,PB,ROE,RevGrowth,BM_proxy,Size,Value,Profitability,Investment
LYB,13727882240,1.2950537,-0.10584,-0.102,0.7721687525389874,Small,High,Weak,Conservative
LYV,33461354496,63.592236,0.5636,0.111,0.015725190100250603,Small,Low,Robust,Aggressive
MA,521027190784,65.63603,1.8486099,0.167,0.015235534507495348,Big,Low,Robust,Aggressive
MAA,16353078272,2.7415786,0.09408,0.006,0.36475335779174817,Small,High,Weak,Conservative
MAR,85256757248,-27.126448,,0.056,-0.036864391534048246,Big,Low,Weak,Conservative
MAS,13413927936,-170.39894,5.6387095,-0.033,-0.005868581107370738,Small,Low,Robust,Conservative
MCD,221816799232,-102.351006,,0.03,-0.009770299668573849,Big,Low,Weak,Conservative
MCHP,35318202368,5.2748404,-0.02854,-0.02,0.18957919560940648,Small,Low,Weak,Conservative
MCK,102707920896,-58.879776,,0.101,-0.016983760264305352,Big,Low,Weak,Aggressive
MCO,92439650304,23.235653,0.54914004,0.107,0.04303730994777724,Big,Low,Robust,Aggressive
MDLZ,70067150848,2.6690655,0.13101,0.059,0.37466296724452813,Big,High,Weak,Conservative
MDT,125016588288,2.5683117,0.09822,0.066,0.3893608396519784,Big,High,Weak,Conservative
MET,53807259648,1.8470074,0.12798001,-0.059,0.5414163473302814,Big,High,Weak,Conservative
META,1675999576064,8.637828,0.32643002,0.262,0.11576984399318901,Big,Low,Robust,Aggressive
MGM,10111533056,3.760936,0.10293,0.016,0.2658912568573355,Small,High,Weak,Conservative
MHK,6768029184,0.8089142,0.051999997,0.014,1.2362250532874808,Small,High,Weak,Conservative
MKC,18491082752,3.214219,0.1385,0.027,0.311117568529089,Small,High,Weak,Conservative
MKTX,6846537728,4.9384184,0.15823,0.01,0.2024939806639308,Small,Low,Robust,Conservative
MLM,38522998784,3.9571567,0.12523,0.124,0.2527066972101459,Small,Low,Weak,Aggressive
MMC,91392901120,6.011512,0.28734,0.115,0.16634750126091408,Big,Low,Robust,Aggressive
MMM,85300641792,18.38269,0.72920996,0.035,0.05439900253988943,Big,Low,Robust,Conservative
MNST,75885232128,9.796922,0.25538,0.168,0.10207287554193041,Big,Low,Robust,Aggressive
MO,98693595136,-37.27792,,-0.017,-0.026825531038212433,Big,Low,Weak,Conservative
MOH,8889884672,1.9959599,0.19708,0.116,0.5010120694308539,Small,High,Robust,Aggressive
MOS,7709837312,0.6032385,0.101169996,0.228,1.6577191276750407,Small,High,Weak,Aggressive
MPC,50588979200,2.9295259,0.18887,-0.008,0.34135216213654235,Big,High,Robust,Conservative
MPWR,45202649088,12.668501,0.64029,0.189,0.07893593725098179,Big,Low,Robust,Aggressive
MRK,262367166464,5.0390983,0.39485002,0.037,0.1984482025286151,Big,Low,Robust,Conservative
MRNA,12616788992,1.3531976,-0.29317,-0.454,0.7389903736157972,Small,High,Weak,Conservative
MS,286542266368,2.8499753,0.15135,0.191,0.35088023394448364,Big,High,Weak,Aggressive
MSCI,44972408832,-22.809494,,0.095,-0.04384139341276049,Big,Low,Weak,Aggressive
MSFT,3618837102592,9.968264,0.32241002,0.184,0.10031837038023873,Big,Low,Robust,Aggressive
MSI,63039578112,27.106527,1.1517,0.078,0.03689148373747769,Big,Low,Robust,Aggressive
MTB,32257107968,1.2111362,0.09628,0.08,0.8256709691279973,Small,High,Weak,Aggressive
MTCH,7882781184,-34.962646,,0.021,-0.02860195421136032,Small,Low,Weak,Conservative
MTD,29139400704,-115.96032,,0.079,-0.008623639534627017,Small,Low,Weak,Aggressive
MU,310944432128,5.2898936,0.22554001,0.567,0.18903971905975575,Big,Low,Robust,Aggressive
NCLH,10521000960,4.797592,0.39870998,0.047,0.20843789967967263,Small,Low,Robust,Conservative
NDAQ,56237674496,4.6689215,0.14054,0.029,0.21418222602371878,Big,Low,Weak,Conservative
NDSN,13508173824,4.4459553,0.16215,0.01,0.22492353892986736,Small,Low,Robust,Conservative
NEE,166171426816,3.0669587,0.08236,0.053,0.3260559067847898,Big,High,Weak,Conservative
NEM,115611828224,3.462285,0.22875999,0.2,0.28882659861912,Big,High,Robust,Aggressive
NFLX,396189728768,15.265306,0.42861,0.172,0.06550802191583975,Big,Low,Robust,Aggressive
NI,19686473728,2.1768706,0.09073,0.183,0.459375031294924,Small,High,Weak,Aggressive
NKE,84760068096,6.023109,0.17950001,0.006,0.16602721285635044,Big,Low,Robust,Conservative
NOC,83054714880,5.1805873,0.26152,0.043,0.193028307813672,Big,Low,Robust,Conservative
NOW,160285999104,14.175774,0.16813,0.218,0.07054288534791821,Big,Low,Robust,Aggressive
NRG,30583343104,23.027964,0.64186996,0.057,0.04342546305874023,Small,Low,Robust,Conservative
NSC,65493970944,4.325622,0.2048,0.017,0.23118062558402006,Big,Low,Robust,Conservative
NTAP,21926082560,22.056225,1.25346,0.028,0.04533867422915753,Small,Low,Robust,Conservative
NTRS,26728708096,2.1963372,0.13432,0.042,0.45530349347085686,Small,High,Weak,Conservative
NUE,37461872640,1.8036473,0.09014,0.145,0.5544321220673244,Small,High,Weak,Aggressive
NVDA,4606696357888,38.677433,1.07359,0.625,0.025854869944445382,Big,Low,Robust,Aggressive
NVR,20275793920,5.292331,0.348,-0.049,0.18895265621141233,Small,Low,Robust,Conservative
NWS,16741052416,1.9435087,0.070250005,0.023,0.5145333283046276,Small,High,Weak,Conservative
NWSA,15433407488,1.7102876,0.070250005,0.023,0.5846969831272822,Small,High,Weak,Conservative
NXPI,56972853248,5.672046,0.20872,-0.024,0.17630322462123896,Big,Low,Robust,Conservative
O,51450331136,1.3175191,0.02488,0.103,0.7590022793597452,Big,High,Weak,Aggressive
ODFL,33336870912,7.791914,0.25059,-0.043,0.12833817211021578,Small,Low,Robust,Conservative
OKE,46261874688,2.0953848,0.17847,0.719,0.4772393118438198,Big,High,Robust,Aggressive
OMC,24974594048,3.2921982,0.27007,0.04,0.3037484195210361,Small,High,Robust,Conservative
ON,22775760896,2.8553116,0.03891,-0.12,0.35022447287364367,Small,High,Weak,Conservative
ORCL,561237196800,18.73765,0.69026,0.142,0.0533684853757008,Big,Low,Robust,Aggressive
ORLY,77894197248,-87.1875,,0.078,-0.011469534050179211,Big,Low,Weak,Aggressive
OTIS,34471100416,-6.312801,,0.04,-0.15840828817509056,Small,Low,Weak,Conservative
OXY,39506935808,1.4122204,0.05955,-0.077,0.7081047689156735,Big,High,Weak,Conservative
PANW,131119636480,15.023158,0.15324001,0.157,0.06656390087889644,Big,Low,Weak,Aggressive
PAYC,8980240384,5.032789,0.28557,0.092,0.19869698491234183,Small,Low,Robust,Aggressive
PAYX,40961900544,10.556995,0.40884998,0.183,0.09472392475320865,Big,Low,Robust,Aggressive
PCAR,58675830784,3.0294485,0.14151,-0.19,0.33009308459939163,Big,High,Weak,Conservative
PCG,34858860544,1.1466994,0.0876,0.052,0.8720681287528362,Small,High,Weak,Conservative
PEG,40146956288,2.3596199,0.12579,0.221,0.4237970700281007,Big,High,Weak,Aggressive
PEP,196709007360,10.145459,0.37162,0.027,0.09856626496642487,Big,Low,Robust,Conservative
PFE,141460406272,1.5244164,0.105979994,-0.059,0.6559887442827301,Big,High,Weak,Conservative
PFG,19942230016,1.6922175,0.13767,0.222,0.5909405853561969,Small,High,Weak,Aggressive
PG,335110668288,6.3729024,0.31902,0.03,0.15691437546572187,Big,Low,Robust,Conservative
PGR,133589114880,3.7676487,0.34223998,0.142,0.265417526851694,Big,High,Robust,Aggressive
PH,112262307840,8.125555,0.27294,0.037,0.12306851655056177,Big,Low,Robust,Conservative
PHM,23158788096,1.7861435,0.21569,-0.016,0.5598654307450661,Small,High,Robust,Conservative
PKG,18610311168,3.8869784,0.19811001,0.06,0.25726924543753577,Small,Low,Robust,Conservative
PLD,118681337856,2.2570217,0.05963,0.087,0.4430617570048174,Big,High,Weak,Aggressive
PLTR,462696513536,70.20976,0.19504,0.628,0.014243034016923003,Big,Low,Robust,Aggressive
PM,252268871680,-23.115105,,0.094,-0.04326175459726443,Big,Low,Weak,Aggressive
PNC,83282993152,1.5622236,0.11486,0.108,0.6401132334705479,Big,High,Weak,Aggressive
PNR,17289830400,4.5630355,0.17966999,0.029,0.2191523603092722,Small,Low,Robust,Conservative
PNW,10536345600,1.4699105,0.087749995,0.029,0.6803135292931101,Small,High,Weak,Conservative
PODD,20097069056,14.510062,0.19679001,0.299,0.06891769311530165,Small,Low,Robust,Aggressive
POOL,8603666432,6.2346196,0.29307,0.013,0.1603947095665628,Small,Low,Robust,Conservative
PPG,23172618240,2.9537673,0.1616,0.012,0.3385507043835173,Small,High,Robust,Conservative
PPL,25750323200,1.7861358,0.076620005,0.084,0.5598678443150851,Small,High,Weak,Aggressive
PRU,40184844288,1.2449028,0.085,-0.083,0.8032755649678032,Big,High,Weak,Conservative
PSA,45520367616,9.17362,0.19933,0.031,0.109008221400058,Big,Low,Robust,Conservative
PSKY,14925850624,1.2374245,0.01279,-0.004,0.8081301121805816,Small,High,Weak,Conservative
PSX,52180520960,1.9327893,0.056199998,-0.029,0.5173869702196716,Big,High,Weak,Conservative
PTC,21085913088,5.4990788,0.2085,0.427,0.18184863981218088,Small,Low,Robust,Aggressive
PWR,64895238144,7.7293315,0.13369,0.175,0.12937729478933593,Big,Low,Weak,Aggressive
PYPL,56759033856,2.7678902,0.24358,0.073,0.36128600766027497,Big,High,Robust,Conservative
QCOM,188555264000,8.850342,0.2334,0.1,0.11298998388988811,Big,Low,Robust,Aggressive
RCL,79711272960,7.883324,0.46677,0.052,0.1268500444736256,Big,Low,Robust,Conservative
REG,12717917184,1.9114517,0.0602,0.077,0.5231625784737328,Small,High,Weak,Aggressive
REGN,83218153472,2.6072736,0.15188,0.009,0.3835424099718572,Big,High,Weak,Conservative
RF,24583094272,1.3777066,0.11401,0.156,0.7258439496479149,Small,High,Weak,Aggressive
RJF,33051881472,2.6437333,0.17666,0.07,0.3782529803592518,Small,High,Robust,Conservative
RL,21996791808,8.527033,0.34005,0.165,0.11727408583970533,Small,Low,Robust,Aggressive
RMD,35703353344,5.831724,0.25413,0.091,0.1714758791739801,Small,Low,Robust,Aggressive
ROK,44843335680,12.268603,0.20282,0.138,0.081508872689091,Big,Low,Robust,Aggressive
ROL,29225084928,19.215439,0.36208,0.12,0.05204148601548994,Small,Low,Robust,Aggressive
ROP,48365801472,2.419162,0.081549995,0.143,0.41336628138173465,Big,High,Weak,Aggressive
ROST,58739118080,9.937277,0.37425,0.104,0.1006311890068074,Big,Low,Robust,Aggressive
RSG,66520698880,5.563796,0.18249,0.033,0.17973340503497973,Big,Low,Robust,Conservative
RTX,249061785600,3.8605897,0.10702,0.119,0.25902778531476683,Big,High,Weak,Aggressive
RVTY,11326362624,1.5085648,0.0304,0.022,0.6628817005408054,Small,High,Weak,Conservative
SBAC,20450504704,-4.1529975,,0.097,-0.24078993546227756,Small,Low,Weak,Aggressive
SBUX,95357206528,-11.774782,,0.055,-0.08492726234761713,Big,Low,Weak,Conservative
SCHW,183663886336,4.241459,0.17046,0.266,0.2357679279700688,Big,Low,Robust,Aggressive
SHW,80796459008,18.047897,0.59939,0.032,0.055408117632763536,Big,Low,Robust,Conservative
SJM,10450709504,1.7245021,-0.17438,0.026,0.579877519430101,Small,High,Weak,Conservative
SLB,57067880448,2.2261074,0.15182,-0.025,0.44921462459538114,Big,High,Weak,Conservative
SMCI,18362832896,2.8142726,0.12787,-0.155,0.35533160504778394,Small,High,Weak,Conservative
SNA,18362030080,3.1457832,0.18330999,0.036,0.31788586066579544,Small,High,Robust,Conservative
SNPS,90966065152,3.1218483,0.0716,0.378,0.32032305990012394,Big,High,Weak,Aggressive
SO,95124447232,2.7176921,0.11429,0.075,0.36795926955816666,Big,High,Weak,Aggressive
SOLV,13971201024,2.8019342,0.37271,0.007,0.35689631826471874,Small,High,Robust,Conservative
SPG,70764036096,26.5234,0.82455003,0.082,0.03770255698741489,Big,Low,Robust,Aggressive
SPGI,160325238784,4.80871,0.119940005,0.088,0.2079559798781794,Big,Low,Weak,Aggressive
SRE,57879797760,1.8575228,0.0677,0.135,0.538351400047418,Big,High,Weak,Aggressive
STE,25153515520,3.5744379,0.101339996,0.099,0.27976426727122605,Small,High,Weak,Aggressive
STLD,26084653056,2.879194,0.12550999,0.112,0.3473194234219716,Small,High,Weak,Aggressive
STT,37078978560,1.5316107,0.111499995,0.094,0.6529074261494777,Small,High,Weak,Aggressive
STX,61614211072,-958.64404,,0.213,-0.0010431400585351786,Big,Low,Weak,Aggressive
STZ,24235307008,3.2487867,0.15912,-0.15,0.3078072192304899,Small,High,Robust,Conservative
SW,19968405504,1.0802566,0.04099,0.043,0.9257059850409616,Small,High,Weak,Conservative
SWK,11562162176,1.2876463,0.04918,0.001,0.7766107820136632,Small,High,Weak,Conservative
SWKS,9667502080,1.6654614,0.0789,0.073,0.600434210003306,Small,High,Weak,Conservative
SYF,31836962816,1.9451705,0.21636999,0.207,0.5140937516788374,Small,High,Robust,Aggressive
SYK,135691558912,6.2286277,0.14036,0.102,0.16054900825104704,Big,Low,Weak,Aggressive
SYY,35430928384,17.13128,0.8346,0.032,0.05837275440013823,Small,Low,Robust,Conservative
T,174898429952,1.5706671,0.19139999,0.016,0.6366721503238973,Big,High,Robust,Conservative
TAP,9102699520,0.88107497,-0.17295,-0.023,1.1349771972298792,Small,High,Weak,Conservative
TDG,74073579520,-7.650921,,0.115,-0.13070321860596915,Big,Low,Weak,Aggressive
TDY,24362868736,2.3068786,0.08127,0.067,0.43348618345152623,Small,High,Weak,Conservative
TECH,9231902720,4.694185,0.038,-0.01,0.2130295248269934,Small,Low,Weak,Conservative
TEL,68540735488,5.446226,0.14618,0.167,0.18361338659100815,Big,Low,Weak,Aggressive
TER,31576096768,11.486604,0.15767999,0.043,0.0870579328755479,Small,Low,Robust,Conservative
TFC,65103581184,1.0811795,0.07982,0.025,0.9249157979780416,Big,High,Weak,Conservative
TGT,42849841152,2.7545714,0.25094998,-0.016,0.3630328841721075,Big,High,Robust,Conservative
TJX,173529415680,18.500237,0.58396,0.075,0.054053361586665086,Big,Low,Robust,Aggressive
TKO,17716926464,4.4544945,0.08129,-0.273,0.22449236383612103,Small,Low,Weak,Conservative
TMO,217888129024,4.2707963,0.13116999,0.049,0.2341483718153451,Big,Low,Weak,Conservative
TMUS,222461575168,3.655884,0.19034,0.089,0.27353165472427465,Big,High,Robust,Aggressive
TPL,20497403904,14.984124,0.3937,0.17,0.06673730142649648,Small,Low,Robust,Aggressive
TPR,26794792960,66.65294,0.16053,0.131,0.015003089136053114,Small,Low,Robust,Aggressive
TRGP,39765303296,14.667037,0.4985,0.078,0.06818009663437816,Big,Low,Robust,Aggressive
TRMB,19156510720,3.307585,0.06131,0.029,0.3023353897178757,Small,High,Weak,Conservative
TROW,22856976384,2.1036136,0.1867,0.06,0.4753724733477669,Small,High,Robust,Conservative
TRV,65842642944,2.063297,0.19809,0.048,0.48466120001143803,Big,High,Robust,Conservative
TSCO,26990856192,10.501645,0.45459,0.072,0.09522317694037458,Small,Low,Robust,Conservative
TSLA,1614884765696,20.18289,0.06791,0.116,0.04954691820646102,Big,Low,Weak,Aggressive
TSN,20403156992,1.128006,0.0276,0.022,0.8865201071625505,Small,High,Weak,Conservative
TT,87613194240,10.498054,0.3721,0.055,0.09525574930363284,Big,Low,Robust,Conservative
TTD,18306021376,6.9785647,0.16783,0.177,0.14329594164255582,Small,Low,Robust,Aggressive
TTWO,46052425728,13.413164,-0.86609,0.311,0.07455362508055519,Big,Low,Weak,Aggressive
TXN,160990003200,9.680735,0.29757,0.142,0.10329794173686192,Big,Low,Robust,Aggressive
TXT,16127579136,2.1274095,0.11465,0.051,0.470055247943567,Small,High,Weak,Conservative
TYL,19997771776,5.5192056,0.091680005,0.097,0.18118549524591002,Small,Low,Weak,Aggressive
UAL,36753973248,2.56861,0.25588,0.026,0.3893156220679667,Small,High,Robust,Conservative
UBER,168856354816,5.985806,0.72994006,0.204,0.1670618793860008,Big,Low,Robust,Aggressive
UDR,13572429824,3.6894894,0.03649,0.066,0.2710402149413954,Small,High,Weak,Conservative
UHS,14463165440,1.9806182,0.20028,0.134,0.5048928662778116,Small,High,Robust,Aggressive
ULTA,27086407680,10.210087,0.47967,0.129,0.09794235837559465,Small,Low,Robust,Aggressive
UNH,294216368128,3.072121,0.17476,0.122,0.3255080122169667,Big,High,Robust,Aggressive
UNP,138888626176,8.025982,0.41619,0.025,0.12459534546676032,Big,Low,Robust,Conservative
UPS,84999757824,5.369527,0.33618,-0.037,0.18623614333255054,Big,Low,Robust,Conservative
URI,52621467648,5.794601,0.28781,0.059,0.17257443610008696,Big,Low,Robust,Conservative
USB,84796768256,1.5001514,0.1172,0.072,0.6665993845687842,Big,High,Weak,Conservative
V,681987080192,18.23238,0.52068,0.115,0.054847474657724334,Big,Low,Robust,Aggressive
VICI,29670205440,1.0721458,0.10357001,0.044,0.9327089655156976,Small,High,Weak,Conservative
VLO,51186089984,2.1157181,0.052389998,-0.032,0.47265276030866304,Big,High,Weak,Conservative
VLTO,25485238272,8.951683,0.37978,0.068,0.11171083694541016,Small,Low,Robust,Conservative
VMC,38693212160,4.4257045,0.13520999,0.144,0.22595272684834697,Big,Low,Weak,Aggressive
VRSK,30522134528,80.82131,2.68133,0.059,0.012372974404893957,Small,Low,Robust,Conservative
VRSN,22892578816,-11.103661,,0.073,-0.09006038638967814,Small,Low,Weak,Conservative
VRTX,117737152512,6.7335806,0.22307,0.11,0.14850939780835176,Big,Low,Robust,Aggressive
VST,54777917440,20.026012,0.1731,-0.209,0.049935054468158706,Big,Low,Robust,Conservative
VTR,37160562688,3.0042152,0.021559998,0.218,0.3328656349252211,Small,High,Weak,Aggressive
VTRS,13876696064,0.91560024,-0.21087,0.002,1.092179704976923,Small,High,Weak,Conservative
VZ,168319696896,1.6023762,0.19875,0.015,0.6240731733284606,Big,High,Robust,Conservative
WAB,37533650944,3.3961883,0.11147001,0.084,0.29444774896609827,Small,High,Weak,Aggressive
WAT,22819266560,9.787001,0.32987,0.08,0.10217634595112435,Small,Low,Robust,Aggressive
WBD,72245321728,2.0046763,0.00969,-0.06,0.49883365209635094,Big,High,Weak,Conservative
WDAY,57522479104,6.405614,0.073359996,0.126,0.15611305957555358,Big,Low,Weak,Aggressive
WDC,61103300608,10.353741,0.29707,,0.09658344747082238,Big,Low,Robust,Aggressive
WEC,34162399232,2.517801,0.12807,0.129,0.3971719766574086,Small,High,Weak,Aggressive
WELL,128247259136,3.2983248,0.0275,0.306,0.3031842103603623,Big,High,Weak,Aggressive
WFC,302629093376,1.8078998,0.115200005,0.075,0.5531279996822833,Big,High,Weak,Aggressive
WM,88767725568,9.3253765,0.29328,0.149,0.10723427627828216,Big,Low,Robust,Aggressive
WMB,72967823360,5.8480964,0.16902,0.083,0.17099581327010957,Big,Low,Robust,Aggressive
WMT,884189233152,9.200266,0.23661,0.058,0.10869250954265888,Big,Low,Robust,Conservative
WRB,26688888832,2.7226207,0.20887,0.108,0.3672931745505351,Small,High,Robust,Aggressive
WSM,22456705024,10.951909,0.56918997,0.046,0.09130828241907415,Small,Low,Robust,Conservative
WST,19963576320,6.5382524,0.16945,0.077,0.15294606858554435,Small,Low,Robust,Aggressive
WTW,32415197184,4.126259,0.27633,-0.0,0.2423502741829827,Small,Low,Robust,Conservative
WY,16991583232,1.7986709,0.03419,0.021,0.5559660747277336,Small,High,Weak,Conservative
WYNN,12992907264,-34.76906,,0.083,-0.02876120320767947,Small,Low,Weak,Aggressive
XEL,43779858432,2.0665681,0.09449001,0.074,0.48389404636605005,Big,High,Weak,Aggressive
XOM,509116973056,1.9328003,0.11424,-0.051,0.5173840256543835,Big,High,Weak,Conservative
XYL,33749680128,3.0118413,0.08555,0.078,0.3320228061153156,Small,High,Weak,Aggressive
XYZ,39586385920,1.7578431,0.14692001,0.023,0.5688789858435033,Big,High,Weak,Conservative
YUM,42905690112,-5.724181,,0.084,-0.1746974807400395,Big,Low,Weak,Aggressive
ZBH,17723375616,1.3894845,0.06421,0.097,0.7196913675539381,Small,High,Weak,Aggressive
ZBRA,12546549760,3.3413224,0.14286,0.052,0.29928270315968314,Small,High,Weak,Conservative
ZTS,54750887936,10.1038685,0.49868,0.005,0.09897199275703161,Big,Low,Robust,Conservative
